,Feature,importance,method
0,num_major_vessels,8.30877168209851,svcg
1,age,-0.17791445755425683,svcg
2,max_heart_rate_achieved,-2.2009151852912456,svcg
3,cholesterol,0.6676054709892478,svcg
4,st_depression,2.128088672669325,svcg
5,resting_blood_pressure,0.34480044025922385,svcg
6,chest_pain_type_atypical_angina,-2.154741976392785,svcg
7,chest_pain_type_non_anginal_pain,-3.719265434137691,svcg
8,chest_pain_type_typical_angina,-3.1286003116893273,svcg
9,rest_ecg_left_ventricular_hypertrophy,0.4232945980194889,svcg
10,rest_ecg_normal,-1.312012696794644,svcg
11,st_slope_flat,3.1135075833554864,svcg
12,st_slope_upsloping,-2.398988363118696,svcg
13,thalassemia_normal,-3.132408460957624,svcg
14,thalassemia_reversable_defect,3.5506211813977613,svcg
15,sex_male,3.0551181594762182,svcg
16,fasting_blood_suger_lower_than_120mg/ml,0.691801673779155,svcg
17,exercise_induced_angina_yes,6.2317987426382455,svcg
